name,draft_year,overall_pick,birth_date,draft_date,draft_age,birth_date_source,id_source
luke recker,2002,999.0,,2002-06-25,,common_player_info_error:KeyError,combine_player_id
lynn greer,2002,999.0,1979-10-23,2002-06-25,22.672,nba_api_commonplayerinfo,combine_player_id
maurice baker,2002,999.0,1979-07-28,2002-06-25,22.91,nba_api_commonplayerinfo,combine_player_id
mire chatman,2002,999.0,,2002-06-25,,common_player_info_error:KeyError,combine_player_id
muhammed lasege,2002,999.0,,2002-06-25,,common_player_info_error:KeyError,combine_player_id
predrag savovic,2002,999.0,1976-05-21,2002-06-25,26.094,nba_api_commonplayerinfo,combine_player_id
preston shumpert,2002,999.0,,2002-06-25,,common_player_info_error:KeyError,combine_player_id
reggie evans,2002,999.0,1980-05-18,2002-06-25,22.103,nba_api_commonplayerinfo,combine_player_id
rolan roberts,2002,999.0,,2002-06-25,,common_player_info_error:KeyError,combine_player_id
sean kennedy,2002,999.0,,2002-06-25,,common_player_info_error:KeyError,combine_player_id
smush parker,2002,999.0,1981-06-01,2002-06-25,21.065,nba_api_commonplayerinfo,combine_player_id
sylvere bryan,2002,999.0,,2002-06-25,,common_player_info_error:KeyError,combine_player_id
teddy dupay,2002,999.0,,2002-06-25,,common_player_info_error:KeyError,combine_player_id
travis robinson,2002,999.0,,2002-06-25,,common_player_info_error:KeyError,combine_player_id
uche okafor,2002,999.0,,2002-06-25,,common_player_info_error:KeyError,combine_player_id
udonis haslem,2002,999.0,1980-06-09,2002-06-25,22.042,nba_api_commonplayerinfo,combine_player_id
lebron james,2003,1.0,1984-12-30,2003-06-25,18.483,nba_api_commonplayerinfo,draft_history_person_id
darko milicic,2003,2.0,1985-06-20,2003-06-25,18.012,nba_api_commonplayerinfo,draft_history_person_id
carmelo anthony,2003,3.0,1984-05-29,2003-06-25,19.072,nba_api_commonplayerinfo,draft_history_person_id
chris bosh,2003,4.0,1984-03-24,2003-06-25,19.253,nba_api_commonplayerinfo,draft_history_person_id
dwyane wade,2003,5.0,1982-01-17,2003-06-25,21.435,nba_api_commonplayerinfo,draft_history_person_id
chris kaman,2003,6.0,1982-04-28,2003-06-25,21.158,nba_api_commonplayerinfo,draft_history_person_id
kirk hinrich,2003,7.0,1981-01-02,2003-06-25,22.475,nba_api_commonplayerinfo,draft_history_person_id
t j ford,2003,8.0,1983-03-24,2003-06-25,20.255,nba_api_commonplayerinfo,draft_history_person_id
michael sweetney,2003,9.0,1982-10-25,2003-06-25,20.665,nba_api_commonplayerinfo,draft_history_person_id
jarvis hayes,2003,10.0,1981-08-09,2003-06-25,21.875,nba_api_commonplayerinfo,draft_history_person_id
mickael pietrus,2003,11.0,1982-02-07,2003-06-25,21.377,nba_api_commonplayerinfo,draft_history_person_id
nick collison,2003,12.0,1980-10-26,2003-06-25,22.661,nba_api_commonplayerinfo,draft_history_person_id
marcus banks,2003,13.0,1981-11-19,2003-06-25,21.596,nba_api_commonplayerinfo,draft_history_person_id
luke ridnour,2003,14.0,1981-02-13,2003-06-25,22.36,nba_api_commonplayerinfo,draft_history_person_id
reece gaines,2003,15.0,1981-01-07,2003-06-25,22.461,nba_api_commonplayerinfo,draft_history_person_id
troy bell,2003,16.0,1980-11-10,2003-06-25,22.62,nba_api_commonplayerinfo,draft_history_person_id
zarko cabarkapa,2003,17.0,1981-05-21,2003-06-25,22.094,nba_api_commonplayerinfo,draft_history_person_id
david west,2003,18.0,1980-08-29,2003-06-25,22.82,nba_api_commonplayerinfo,draft_history_person_id
sasha pavlovic,2003,19.0,1983-11-15,2003-06-25,19.608,nba_api_commonplayerinfo,draft_history_person_id
dahntay jones,2003,20.0,1980-12-27,2003-06-25,22.491,nba_api_commonplayerinfo,draft_history_person_id
boris diaw,2003,21.0,1982-04-16,2003-06-25,21.191,nba_api_commonplayerinfo,draft_history_person_id
zoran planinic,2003,22.0,1982-09-12,2003-06-25,20.783,nba_api_commonplayerinfo,draft_history_person_id
travis outlaw,2003,23.0,1984-09-18,2003-06-25,18.765,nba_api_commonplayerinfo,draft_history_person_id
brian cook,2003,24.0,1980-12-04,2003-06-25,22.554,nba_api_commonplayerinfo,draft_history_person_id
carlos delfino,2003,25.0,1982-08-29,2003-06-25,20.821,nba_api_commonplayerinfo,draft_history_person_id
ndudi ebi,2003,26.0,1984-06-18,2003-06-25,19.017,nba_api_commonplayerinfo,draft_history_person_id
kendrick perkins,2003,27.0,1984-11-10,2003-06-25,18.62,nba_api_commonplayerinfo,draft_history_person_id
leandro barbosa,2003,28.0,1982-11-28,2003-06-25,20.572,nba_api_commonplayerinfo,draft_history_person_id
josh howard,2003,29.0,1980-04-28,2003-06-25,23.157,nba_api_commonplayerinfo,draft_history_person_id
maciej lampe,2003,30.0,1985-02-05,2003-06-25,18.382,nba_api_commonplayerinfo,draft_history_person_id
jason kapono,2003,31.0,1981-02-02,2003-06-25,22.39,nba_api_commonplayerinfo,draft_history_person_id
luke walton,2003,32.0,1980-03-28,2003-06-25,23.242,nba_api_commonplayerinfo,draft_history_person_id
jerome beasley,2003,33.0,1980-05-17,2003-06-25,23.105,nba_api_commonplayerinfo,draft_history_person_id
sofoklis schortsanitis,2003,34.0,,2003-06-25,,common_player_info_error:KeyError,draft_history_person_id
szymon szewczyk,2003,35.0,,2003-06-25,,common_player_info_error:KeyError,draft_history_person_id
mario austin,2003,36.0,,2003-06-25,,common_player_info_error:KeyError,draft_history_person_id
travis hansen,2003,37.0,1978-04-15,2003-06-25,25.194,nba_api_commonplayerinfo,draft_history_person_id
steve blake,2003,38.0,1980-02-26,2003-06-25,23.326,nba_api_commonplayerinfo,draft_history_person_id
slavko vranes,2003,39.0,1983-01-30,2003-06-25,20.4,nba_api_commonplayerinfo,draft_history_person_id
derrick zimmerman,2003,40.0,1981-12-02,2003-06-25,21.561,nba_api_commonplayerinfo,draft_history_person_id
willie green,2003,41.0,1981-07-28,2003-06-25,21.908,nba_api_commonplayerinfo,draft_history_person_id
zaza pachulia,2003,42.0,1984-02-10,2003-06-25,19.37,nba_api_commonplayerinfo,draft_history_person_id
keith bogans,2003,43.0,1980-05-12,2003-06-25,23.118,nba_api_commonplayerinfo,draft_history_person_id
malick badiane,2003,44.0,,2003-06-25,,common_player_info_error:KeyError,draft_history_person_id
matt bonner,2003,45.0,1980-04-05,2003-06-25,23.22,nba_api_commonplayerinfo,draft_history_person_id
sani becirovic,2003,46.0,1981-05-19,2003-06-25,22.1,nba_api_commonplayerinfo,draft_history_person_id
mo williams,2003,47.0,1982-12-19,2003-06-25,20.515,nba_api_commonplayerinfo,draft_history_person_id
james lang,2003,48.0,1983-10-17,2003-06-25,19.688,nba_api_commonplayerinfo,draft_history_person_id
james jones,2003,49.0,1980-10-04,2003-06-25,22.721,nba_api_commonplayerinfo,draft_history_person_id
paccelis morlende,2003,50.0,,2003-06-25,,common_player_info_error:KeyError,draft_history_person_id
kyle korver,2003,51.0,1981-03-17,2003-06-25,22.272,nba_api_commonplayerinfo,draft_history_person_id
remon van de hare,2003,52.0,,2003-06-25,,common_player_info_error:KeyError,draft_history_person_id
tommy smith,2003,53.0,,2003-06-25,,common_player_info_error:KeyError,draft_history_person_id
nedzad sinanovic,2003,54.0,,2003-06-25,,common_player_info_error:KeyError,draft_history_person_id
rick rickert,2003,55.0,,2003-06-25,,common_player_info_error:KeyError,draft_history_person_id
brandon hunter,2003,56.0,1980-11-24,2003-06-25,22.582,nba_api_commonplayerinfo,draft_history_person_id
xue yuyang,2003,57.0,,2003-06-25,,common_player_info_error:KeyError,draft_history_person_id
andreas glyniadakis,2003,58.0,1981-08-26,2003-06-25,21.829,nba_api_commonplayerinfo,draft_history_person_id
aleksander djuric,2003,999.0,,2003-06-25,,common_player_info_error:KeyError,combine_player_id
aloysius anagonye,2003,999.0,,2003-06-25,,common_player_info_error:KeyError,combine_player_id
bernard king,2003,999.0,,2003-06-25,,common_player_info_error:KeyError,combine_player_id
brandin knight,2003,999.0,1981-12-16,2003-06-25,21.522,nba_api_commonplayerinfo,combine_player_id
britton johnsen,2003,999.0,1979-07-08,2003-06-25,23.964,nba_api_commonplayerinfo,combine_player_id
carl english,2003,999.0,,2003-06-25,,common_player_info_error:KeyError,combine_player_id
chris marcus,2003,999.0,,2003-06-25,,common_player_info_error:KeyError,combine_player_id
chris massie,2003,999.0,,2003-06-25,,common_player_info_error:KeyError,combine_player_id
donald little,2003,999.0,,2003-06-25,,common_player_info_error:KeyError,combine_player_id
doug wrenn,2003,999.0,,2003-06-25,,common_player_info_error:KeyError,combine_player_id
ebi ere,2003,999.0,,2003-06-25,,common_player_info_error:KeyError,combine_player_id
hollis price,2003,999.0,,2003-06-25,,common_player_info_error:KeyError,combine_player_id
jason gardner,2003,999.0,,2003-06-25,,common_player_info_error:KeyError,combine_player_id
jason keep,2003,999.0,,2003-06-25,,common_player_info_error:KeyError,combine_player_id
jeff newton,2003,999.0,,2003-06-25,,common_player_info_error:KeyError,combine_player_id
jermaine boyette,2003,999.0,,2003-06-25,,common_player_info_error:KeyError,combine_player_id
jerry holman,2003,999.0,,2003-06-25,,common_player_info_error:KeyError,combine_player_id
joe shipp,2003,999.0,,2003-06-25,,common_player_info_error:KeyError,combine_player_id
joel cornette,2003,999.0,,2003-06-25,,common_player_info_error:KeyError,combine_player_id
josh powell,2003,999.0,1983-01-25,2003-06-25,20.413,nba_api_commonplayerinfo,combine_player_id
justin hamilton,2003,999.0,,2003-06-25,,common_player_info_error:KeyError,combine_player_id
kirk penney,2003,999.0,1980-11-23,2003-06-25,22.585,nba_api_commonplayerinfo,combine_player_id
lavell blanchard,2003,999.0,,2003-06-25,,common_player_info_error:KeyError,combine_player_id
marcus hatten,2003,999.0,,2003-06-25,,common_player_info_error:KeyError,combine_player_id
marlon parmer,2003,999.0,,2003-06-25,,common_player_info_error:KeyError,combine_player_id
marquis daniels,2003,999.0,1981-01-07,2003-06-25,22.461,nba_api_commonplayerinfo,combine_player_id
marquis estill,2003,999.0,,2003-06-25,,common_player_info_error:KeyError,combine_player_id
marvin stone,2003,999.0,,2003-06-25,,common_player_info_error:KeyError,combine_player_id
matt carroll,2003,999.0,1980-08-28,2003-06-25,22.823,nba_api_commonplayerinfo,combine_player_id
michael ignerski,2003,999.0,,2003-06-25,,common_player_info_error:KeyError,combine_player_id
pavel podkolzin,2003,999.0,1985-01-15,2003-06-25,18.439,nba_api_commonplayerinfo,combine_player_id
rick anderson,2003,999.0,,2003-06-25,,common_player_info_error:KeyError,combine_player_id
robert jackson,2003,999.0,,2003-06-25,,common_player_info_error:KeyError,combine_player_id
ron slay,2003,999.0,,2003-06-25,,common_player_info_error:KeyError,combine_player_id
ronald dupree,2003,999.0,1981-01-26,2003-06-25,22.409,nba_api_commonplayerinfo,combine_player_id
ruben douglas,2003,999.0,,2003-06-25,,common_player_info_error:KeyError,combine_player_id
sam hoskin,2003,999.0,,2003-06-25,,common_player_info_error:KeyError,combine_player_id
sani ibrahim,2003,999.0,,2003-06-25,,common_player_info_error:KeyError,combine_player_id
sasha vujacic,2003,999.0,1984-03-08,2003-06-25,19.296,nba_api_commonplayerinfo,combine_player_id
souleymane camara,2003,999.0,,2003-06-25,,common_player_info_error:KeyError,combine_player_id
stephane pelle,2003,999.0,,2003-06-25,,common_player_info_error:KeyError,combine_player_id
theron smith,2003,999.0,1980-10-03,2003-06-25,22.724,nba_api_commonplayerinfo,combine_player_id
trevor harvey,2003,999.0,,2003-06-25,,common_player_info_error:KeyError,combine_player_id
uche nsonwu amadi,2003,999.0,,2003-06-25,,common_player_info_error:KeyError,combine_player_id
ugonna okyekwe,2003,999.0,,2003-06-25,,common_player_info_error:KeyError,combine_player_id
wayne wallace,2003,999.0,,2003-06-25,,common_player_info_error:KeyError,combine_player_id
wesley wilson,2003,999.0,,2003-06-25,,common_player_info_error:KeyError,combine_player_id
will mcdonald,2003,999.0,,2003-06-25,,common_player_info_error:KeyError,combine_player_id
dwight howard,2004,1.0,1985-12-08,2004-06-25,18.546,nba_api_commonplayerinfo,draft_history_person_id
emeka okafor,2004,2.0,1982-09-28,2004-06-25,21.741,nba_api_commonplayerinfo,draft_history_person_id
ben gordon,2004,3.0,1983-04-04,2004-06-25,21.227,nba_api_commonplayerinfo,draft_history_person_id
shaun livingston,2004,4.0,1985-09-11,2004-06-25,18.787,nba_api_commonplayerinfo,draft_history_person_id
devin harris,2004,5.0,1983-02-27,2004-06-25,21.325,nba_api_commonplayerinfo,draft_history_person_id
josh childress,2004,6.0,1983-06-20,2004-06-25,21.016,nba_api_commonplayerinfo,draft_history_person_id
luol deng,2004,7.0,1985-04-16,2004-06-25,19.192,nba_api_commonplayerinfo,draft_history_person_id
rafael araujo,2004,8.0,1980-08-12,2004-06-25,23.869,nba_api_commonplayerinfo,draft_history_person_id
andre iguodala,2004,9.0,1984-01-28,2004-06-25,20.408,nba_api_commonplayerinfo,draft_history_person_id
luke jackson,2004,10.0,1981-11-06,2004-06-25,22.634,nba_api_commonplayerinfo,draft_history_person_id
andris biedrins,2004,11.0,1986-04-02,2004-06-25,18.231,nba_api_commonplayerinfo,draft_history_person_id
robert swift,2004,12.0,1985-12-03,2004-06-25,18.56,nba_api_commonplayerinfo,draft_history_person_id
sebastian telfair,2004,13.0,1985-06-09,2004-06-25,19.044,nba_api_commonplayerinfo,draft_history_person_id
kris humphries,2004,14.0,1985-02-06,2004-06-25,19.381,nba_api_commonplayerinfo,draft_history_person_id
al jefferson,2004,15.0,1985-01-04,2004-06-25,19.472,nba_api_commonplayerinfo,draft_history_person_id
kirk snyder,2004,16.0,1983-06-05,2004-06-25,21.057,nba_api_commonplayerinfo,draft_history_person_id
josh smith,2004,17.0,1985-12-05,2004-06-25,18.554,nba_api_commonplayerinfo,draft_history_person_id
smith,2004,18.0,1985-09-09,2004-06-25,18.793,nba_api_commonplayerinfo,draft_history_person_id
dorell wright,2004,19.0,1985-12-02,2004-06-25,18.563,nba_api_commonplayerinfo,draft_history_person_id
jameer nelson,2004,20.0,1982-02-09,2004-06-25,22.374,nba_api_commonplayerinfo,draft_history_person_id
pavel podkolzin,2004,21.0,1985-01-15,2004-06-25,19.441,nba_api_commonplayerinfo,draft_history_person_id
viktor khryapa,2004,22.0,1982-08-03,2004-06-25,21.895,nba_api_commonplayerinfo,draft_history_person_id
sergei monia,2004,23.0,1983-04-15,2004-06-25,21.196,nba_api_commonplayerinfo,draft_history_person_id
delonte west,2004,24.0,1983-07-26,2004-06-25,20.917,nba_api_commonplayerinfo,draft_history_person_id
tony allen,2004,25.0,1982-01-11,2004-06-25,22.453,nba_api_commonplayerinfo,draft_history_person_id
kevin martin,2004,26.0,1983-02-01,2004-06-25,21.396,nba_api_commonplayerinfo,draft_history_person_id
sasha vujacic,2004,27.0,1984-03-08,2004-06-25,20.298,nba_api_commonplayerinfo,draft_history_person_id
beno udrih,2004,28.0,1982-07-05,2004-06-25,21.974,nba_api_commonplayerinfo,draft_history_person_id
david harrison,2004,29.0,1982-08-15,2004-06-25,21.862,nba_api_commonplayerinfo,draft_history_person_id
anderson varejao,2004,30.0,1982-09-28,2004-06-25,21.741,nba_api_commonplayerinfo,draft_history_person_id
jackson vroman,2004,31.0,1981-06-06,2004-06-25,23.053,nba_api_commonplayerinfo,draft_history_person_id
peter john ramos,2004,32.0,1985-05-23,2004-06-25,19.091,nba_api_commonplayerinfo,draft_history_person_id
lionel chalmers,2004,33.0,1980-11-10,2004-06-25,23.622,nba_api_commonplayerinfo,draft_history_person_id
donta smith,2004,34.0,1983-11-27,2004-06-25,20.578,nba_api_commonplayerinfo,draft_history_person_id
andre emmett,2004,35.0,1982-08-27,2004-06-25,21.829,nba_api_commonplayerinfo,draft_history_person_id
antonio burks,2004,36.0,1980-02-25,2004-06-25,24.331,nba_api_commonplayerinfo,draft_history_person_id
royal ivey,2004,37.0,1981-12-20,2004-06-25,22.513,nba_api_commonplayerinfo,draft_history_person_id
chris duhon,2004,38.0,1982-08-31,2004-06-25,21.818,nba_api_commonplayerinfo,draft_history_person_id
albert miralles,2004,39.0,,2004-06-25,,common_player_info_error:KeyError,draft_history_person_id
justin reed,2004,40.0,1982-01-16,2004-06-25,22.439,nba_api_commonplayerinfo,draft_history_person_id
david young,2004,41.0,,2004-06-25,,common_player_info_error:KeyError,draft_history_person_id
viktor sanikidze,2004,42.0,,2004-06-25,,common_player_info_error:KeyError,draft_history_person_id
trevor ariza,2004,43.0,1985-06-30,2004-06-25,18.987,nba_api_commonplayerinfo,draft_history_person_id
tim pickett,2004,44.0,,2004-06-25,,common_player_info_error:KeyError,draft_history_person_id
bernard robinson,2004,45.0,1980-12-26,2004-06-25,23.496,nba_api_commonplayerinfo,draft_history_person_id
ha ha,2004,46.0,1985-08-04,2004-06-25,18.891,nba_api_commonplayerinfo,draft_history_person_id
pape sow,2004,47.0,1981-11-22,2004-06-25,22.59,nba_api_commonplayerinfo,draft_history_person_id
ricky minard,2004,48.0,,2004-06-25,,common_player_info_error:KeyError,draft_history_person_id
sergei lishouk,2004,49.0,,2004-06-25,,common_player_info_error:KeyError,draft_history_person_id
vassilis spanoulis,2004,50.0,1982-08-02,2004-06-25,21.897,nba_api_commonplayerinfo,draft_history_person_id
christian drejer,2004,51.0,1982-12-08,2004-06-25,21.547,nba_api_commonplayerinfo,draft_history_person_id
romain sato,2004,52.0,,2004-06-25,,common_player_info_error:KeyError,draft_history_person_id
matt freije,2004,53.0,1981-10-02,2004-06-25,22.73,nba_api_commonplayerinfo,draft_history_person_id
rickey paulding,2004,54.0,,2004-06-25,,common_player_info_error:KeyError,draft_history_person_id
luis flores,2004,55.0,1981-04-11,2004-06-25,23.206,nba_api_commonplayerinfo,draft_history_person_id
marcus douthit,2004,56.0,,2004-06-25,,common_player_info_error:KeyError,draft_history_person_id
sergei karaulov,2004,57.0,,2004-06-25,,common_player_info_error:KeyError,draft_history_person_id
blake stepp,2004,58.0,,2004-06-25,,common_player_info_error:KeyError,draft_history_person_id
rashad wright,2004,59.0,1982-03-17,2004-06-25,22.275,nba_api_commonplayerinfo,draft_history_person_id
aerick sanders,2004,999.0,,2004-06-25,,common_player_info_error:KeyError,combine_player_id
aleksandar capin,2004,999.0,,2004-06-25,,common_player_info_error:KeyError,combine_player_id
