name,draft_year,overall_pick,position,organization,organization_type,draft_team_abbreviation,height_wo_shoes_in,height_w_shoes_in,weight_lbs,wingspan_in,standing_reach_in,body_fat_pct,hand_length_in,hand_width_in,standing_vertical_leap_in,max_vertical_leap_in,lane_agility_time_sec,modified_lane_agility_time_sec,three_quarter_sprint_sec,bench_press_reps,ncaa_conf,ncaa_pos,ncaa_exp,ncaa_height,ncaa_games,ncaa_mpg,ncaa_ppg,ncaa_fg_pct,ncaa_two_pct,ncaa_three_pct,ncaa_ft_pct,ncaa_oreb,ncaa_dreb,ncaa_rpg,ncaa_apg,ncaa_ast_to,ncaa_spg,ncaa_bpg,ncaa_tpg,ncaa_ortg,ncaa_adj_oe,ncaa_drtg,ncaa_porpag,ncaa_dporpag,ncaa_bpm,ncaa_obpm,ncaa_dbpm,ncaa_usage,birth_date,draft_age
shaheen holloway,2000,999.0,PG,Seton Hall,College/University,,69.5,,174.0,70.0,91.0,,,,,,11.22,,3.32,6.0,Big East,,,,31.0,31.5,13.2,0.447,0.474,0.403,0.78,,,5.1,5.6,,1.7,0.0,3.2,,,,,,,,,,,
terrance roberson,2000,999.0,SF,Fresno St.,College/University,,77.5,,209.0,80.0,103.5,,,,29.0,32.5,11.66,,,11.0,WAC,,,,33.0,34.3,16.3,0.425,0.503,0.365,0.846,,,4.9,4.1,,1.2,0.4,3.1,,,,,,,,,,1976-12-30,23.493
vassil evtimov,2000,999.0,PF,,,,81.75,,262.0,82.5,106.5,,,,21.0,28.5,11.75,,3.52,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kwame brown,2001,1.0,PF-C,Glynn Academy,High School,WAS,82.0,,243.0,85.0,108.0,8.9,,,30.0,33.0,11.59,,3.45,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982-03-10,19.299
tyson chandler,2001,2.0,SF-PF,Dominguez,High School,LAC,83.5,,224.0,87.0,110.0,6.7,,,31.0,33.5,12.13,,3.36,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982-10-02,18.735
pau gasol,2001,3.0,,FC Barcelona Basquet (Spain),Other Team/Club,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980-07-06,20.975
eddy curry,2001,4.0,C,Thornwood,High School,CHI,82.5,,301.0,90.5,111.0,16.5,,,28.0,31.0,12.25,,3.53,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982-12-05,18.56
jason richardson,2001,5.0,SF-SG,Michigan State,College/University,GSW,76.75,,213.0,83.5,102.5,5.3,,,32.5,39.5,11.75,,3.12,15.0,Big Ten,,,,33.0,28.5,14.7,0.503,0.554,0.402,0.689,,,5.9,2.2,,1.2,0.8,1.3,,,,,,,,,,1981-01-20,20.433
shane battier,2001,6.0,SF-PF,Duke,College/University,MEM,80.25,,229.0,82.5,105.0,9.3,,,29.5,33.0,10.95,,3.3,12.0,ACC,,,,39.0,34.9,19.9,0.471,0.536,0.419,0.796,,,7.3,1.8,,2.1,2.3,1.5,,,,,,,,,,1978-09-09,22.798
eddie griffin,2001,7.0,PF-SF,Seton Hall,College/University,NJN,81.25,,222.0,87.0,110.0,4.0,,,26.5,33.0,11.77,,3.21,3.0,Big East,,,,30.0,32.6,17.8,0.429,0.469,0.32,0.734,,,10.8,1.6,,0.9,4.4,2.2,,,,,,,,,,1982-05-30,19.077
desagana diop,2001,8.0,C,Oak Hill Academy,High School,CLE,82.0,,314.0,90.5,113.0,21.0,,,21.5,25.5,12.37,,3.56,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982-01-30,19.406
rodney white,2001,9.0,SF,North Carolina-Charlotte,College/University,DET,79.5,,243.0,83.5,104.5,9.3,,,27.5,33.0,12.07,,3.47,16.0,CUSA,,,,28.0,30.9,18.7,0.487,0.533,0.347,0.713,,,6.5,1.5,,1.2,0.7,2.9,,,,,,,,,,1980-06-28,20.997
joe johnson,2001,10.0,SF-SG,Arkansas,College/University,BOS,78.75,,226.0,81.0,105.0,6.7,,,32.5,36.5,12.05,,3.4,12.0,SEC,,,,30.0,29.1,14.2,0.468,0.476,0.443,0.747,,,6.4,2.6,,1.4,0.4,2.3,,,,,,,,,,1981-06-29,19.995
kedrick brown,2001,11.0,,Northwest Florida State,College/University,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981-03-18,20.277
vladimir radmanovic,2001,12.0,,KK FMP (Serbia),Other Team/Club,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980-11-19,20.602
richard jefferson,2001,13.0,SF,Arizona,College/University,HOU,79.25,,223.0,84.0,103.0,6.7,,,33.0,38.5,11.19,,3.15,14.0,Pac-10,,,,35.0,27.5,11.3,0.479,0.535,0.344,0.655,,,5.4,2.7,,0.8,0.8,3.0,,,,,,,,,,1980-06-21,21.016
troy murphy,2001,14.0,PF,Notre Dame,College/University,GSW,81.75,,230.0,83.0,105.5,11.7,,,28.5,34.5,11.22,,3.43,11.0,Big East,,,,30.0,36.3,21.8,0.471,0.499,0.349,0.766,,,9.2,2.1,,0.9,1.7,3.0,,,,,,,,,,1980-05-02,21.153
steven hunter,2001,15.0,C-PF,DePaul,College/University,ORL,82.25,,224.0,88.0,108.0,5.3,,,30.5,38.5,11.99,,3.15,11.0,CUSA,,,,30.0,26.9,11.4,0.592,0.592,,0.536,,,5.6,0.5,,0.2,2.4,1.5,,,,,,,,,,1981-10-31,19.655
kirk haston,2001,16.0,PF-SF,Indiana,College/University,CHH,80.0,,242.0,84.25,106.0,10.5,,,27.0,31.5,12.25,,3.35,11.0,Big Ten,,,,33.0,30.8,19.0,0.44,0.449,0.377,0.687,,,8.7,1.2,,1.1,1.2,2.4,,,,,,,,,,1979-03-10,22.3
michael bradley,2001,17.0,PF,Villanova,College/University,TOR,81.5,,227.0,85.5,107.0,9.3,,,27.0,30.0,11.11,,3.35,13.0,Big East,,,,31.0,34.0,20.8,0.692,0.727,0.353,0.59,,,9.8,2.6,,0.9,1.8,2.8,,,,,,,,,,1979-04-18,22.193
jason collins,2001,18.0,PF-C,Stanford,College/University,HOU,82.25,,251.0,88.5,110.0,12.9,,,25.5,28.5,12.1,,3.54,8.0,Pac-10,,,,34.0,26.3,14.5,0.62,0.637,0.462,0.784,,,7.8,1.5,,0.8,1.3,1.6,,,,,,,,,,1978-12-02,22.568
zach randolph,2001,19.0,,Michigan State,College/University,POR,,,,,,,,,,,,,,,Big Ten,,,,33.0,19.8,10.8,0.587,0.59,0.0,0.635,,,6.7,1.0,,0.7,0.7,1.6,,,,,,,,,,1981-07-16,19.948
brendan haywood,2001,20.0,C,North Carolina,College/University,CLE,83.75,,266.0,90.5,113.5,12.9,,,27.0,28.5,12.87,,3.5,17.0,ACC,,,,33.0,27.3,12.3,0.592,0.592,,0.516,,,7.3,1.3,,0.5,3.6,2.0,,,,,,,,,,1979-11-27,21.582
joseph forte,2001,21.0,SG,North Carolina,College/University,BOS,75.5,,193.0,78.5,100.5,,,,26.5,33.0,11.51,,3.19,10.0,ACC,,,,33.0,34.7,20.9,0.45,0.476,0.377,0.853,,,6.1,3.5,,2.0,0.4,2.5,,,,,,,,,,1981-03-23,20.263
jeryl sasser,2001,22.0,PG-SG,Southern Methodist,College/University,ORL,77.5,,194.0,82.5,103.5,6.7,,,29.0,34.0,11.47,,3.22,1.0,WAC,,,,29.0,34.9,17.0,0.394,0.437,0.287,0.718,,,8.3,4.2,,1.4,0.6,2.1,,,,,,,,,,1979-02-13,22.368
brandon armstrong,2001,23.0,SG,Pepperdine,College/University,HOU,75.5,,188.0,81.5,99.5,9.3,,,30.0,37.0,10.91,,3.2,6.0,WCC,,,,31.0,33.1,22.1,0.447,0.484,0.384,0.826,,,3.3,1.5,,1.5,0.2,2.1,,,,,,,,,,1980-06-16,21.029
raul lopez,2001,24.0,,Real Madrid Baloncesto (Spain),Other Team/Club,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980-04-15,21.199
gerald wallace,2001,25.0,,Alabama,College/University,SAC,,,,,,,,,,,,,,,SEC,,,,36.0,22.9,9.8,0.438,0.511,0.175,0.568,,,6.0,1.5,,1.2,1.0,2.4,,,,,,,,,,1982-07-23,18.93
samuel dalembert,2001,26.0,,Seton Hall,College/University,PHI,,,,,,,,,,,,,,,Big East,,,,29.0,21.4,8.3,0.565,0.565,,0.556,,,5.7,0.3,,0.5,2.1,1.9,,,,,,,,,,1980-05-10,21.131
jamaal tinsley,2001,27.0,PG,Iowa State,College/University,MEM,72.75,,199.0,79.5,97.5,13.6,,,28.0,37.5,11.96,,3.2,1.0,Big 12,,,,31.0,32.2,14.3,0.399,0.406,0.381,0.692,,,3.8,6.0,,2.5,0.6,3.8,,,,,,,,,,1978-02-28,23.326
tony parker,2001,28.0,,Paris Basket Racing (France),Other Team/Club,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982-05-17,19.113
trenton hassell,2001,29.0,SG-SF,Austin Peay,College/University,CHI,76.25,,205.0,80.0,99.5,5.3,,,35.5,37.5,11.57,,3.29,12.0,OVC,,,,32.0,37.9,21.7,0.485,0.52,0.39,0.796,,,7.8,4.5,,1.2,0.5,3.8,,,,,,,,,,1979-03-04,22.316
gilbert arenas,2001,30.0,SG,Arizona,College/University,GSW,74.25,,199.0,81.5,99.5,5.3,,,31.5,36.0,,,3.25,12.0,Pac-10,,,,36.0,29.0,16.2,0.479,0.519,0.416,0.724,,,3.6,2.3,,1.8,0.2,2.8,,,,,,,,,,1982-01-06,19.472
omar cook,2001,31.0,PG,St. John's (NY),College/University,ORL,71.5,,189.0,77.5,92.0,5.5,,,31.0,35.5,10.77,,3.2,9.0,Big East,,,,29.0,38.2,15.3,0.36,0.424,0.309,0.742,,,3.0,8.7,,2.3,0.2,5.1,,,,,,,,,,1982-01-28,19.411
will solomon,2001,32.0,PG-SG,Clemson,College/University,MEM,71.75,,172.0,81.5,99.5,4.0,,,28.5,35.0,11.3,,3.22,4.0,ACC,,,,30.0,33.3,19.7,0.397,0.421,0.377,0.788,,,2.9,3.4,,1.4,0.3,4.1,,,,,,,,,,1978-07-20,22.938
terence morris,2001,33.0,,Maryland,College/University,ATL,,,,,,,,,,,,,,,ACC,,,,36.0,27.6,12.2,0.432,0.478,0.289,0.795,,,7.7,1.9,,0.9,2.2,1.8,,,,,,,,,,1979-01-11,22.459
brian scalabrine,2001,34.0,PF-SF,Southern California,College/University,NJN,80.75,,241.0,81.75,105.5,13.6,,,27.0,30.5,11.75,,3.47,14.0,Pac-10,,,,34.0,32.8,14.7,0.478,0.517,0.303,0.801,,,5.9,2.8,,0.9,0.9,3.1,,,,,,,,,,1978-03-18,23.277
jeff trepagnier,2001,35.0,,Southern California,College/University,CLE,,,,,,,,,,,,,,,Pac-10,,,,21.0,29.6,9.0,0.453,0.512,0.235,0.607,,,5.1,1.6,,1.5,1.0,1.9,,,,,,,,,,1979-07-11,21.963
damone brown,2001,36.0,SF,Syracuse,College/University,PHI,80.25,,202.0,83.75,104.5,6.7,,,32.0,37.0,11.81,,3.27,6.0,Big East,,,,34.0,35.9,16.4,0.492,0.499,0.286,0.791,,,8.8,1.6,,1.7,1.4,2.0,,,,,,,,,,1979-06-28,21.999
mehmet okur,2001,37.0,,Anadolu Efes S.K. (Turkey),Other Team/Club,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979-05-26,22.089
michael wright,2001,38.0,PF,Arizona,College/University,NYK,79.0,,247.0,83.5,106.5,9.3,,,27.5,33.5,11.37,,3.21,18.0,Pac-10,,,,36.0,27.9,15.6,0.594,0.599,0.0,0.797,,,7.8,0.3,,0.6,0.3,1.8,,,,,,,,,,,
earl watson,2001,39.0,PG,California-Los Angeles,College/University,SEA,72.0,,184.0,78.75,97.0,4.0,,,32.5,37.5,10.97,,3.19,4.0,Pac-10,,,,32.0,34.8,14.7,0.493,0.556,0.352,0.636,,,3.7,5.2,,1.9,0.3,3.4,,,,,,,,,,1979-06-12,22.042
jamison brewer,2001,40.0,PG,Auburn,College/University,IND,74.5,,178.0,80.75,102.5,6.7,,,26.0,32.5,9.65,,3.15,12.0,SEC,,,,32.0,32.3,8.4,0.469,0.534,0.227,0.529,,,7.2,5.8,,1.5,0.1,2.9,,,,,,,,,,1980-11-19,20.602
bobby simmons,2001,41.0,SF,DePaul,College/University,SEA,78.25,,235.0,84.25,105.0,6.7,,,27.5,34.0,11.69,,3.41,12.0,CUSA,,,,29.0,33.8,16.7,0.447,0.524,0.37,0.8,,,8.6,2.5,,0.8,0.1,2.1,,,,,,,,,,1980-06-02,21.068
eric chenowith,2001,42.0,C,Kansas,College/University,NYK,85.0,,264.0,88.0,111.0,12.9,,,23.5,27.5,12.5,,3.59,6.0,Big 12,,,,33.0,22.6,9.5,0.457,0.461,0.0,0.684,,,7.6,0.8,,0.3,1.5,2.1,,,,,,,,,,,
kyle hill,2001,43.0,,Eastern Illinois,College/University,DAL,,,,,,,,,,,,,,,OVC,,,,31.0,33.6,23.8,0.473,0.497,0.432,0.839,,,4.9,4.0,,1.5,0.7,2.9,,,,,,,,,,,
sean lampley,2001,44.0,SF,California,College/University,CHI,77.5,,213.0,81.25,101.0,8.0,,,36.0,40.0,11.06,,3.12,12.0,Pac-10,,,,31.0,34.6,19.5,0.502,0.527,0.212,0.738,,,7.2,3.3,,0.9,0.5,3.6,,,,,,,,,,1979-09-03,21.815
loren woods,2001,45.0,C-PF,Arizona,College/University,MIN,84.75,,246.0,89.5,113.0,9.3,,,24.5,28.0,11.83,,3.48,10.0,Pac-10,,,,29.0,30.3,13.2,0.504,0.506,0.333,0.83,,,6.5,2.1,,0.7,2.9,2.0,,,,,,,,,,1978-06-21,23.017
ousmane cisse,2001,46.0,,St. Jude Educational Institute,High School,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antonis fotsis,2001,47.0,,Panathinaikos B.C. (Greece),Other Team/Club,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981-04-01,20.238
ken johnson,2001,48.0,C,Ohio State,College/University,MIA,82.75,,227.0,88.0,109.5,9.9,,,32.5,35.0,11.27,,3.12,13.0,Big Ten,,,,31.0,29.5,12.5,0.578,0.578,,0.711,,,7.3,0.8,,0.4,4.0,2.4,,,,,,,,,,1978-02-01,23.4
ruben boumtje boumtje,2001,49.0,C,Georgetown,College/University,POR,83.5,,245.0,88.0,111.0,6.0,,,26.5,31.0,11.84,,3.33,6.0,Big East,,,,33.0,21.6,9.1,0.517,0.517,,0.718,,,6.8,0.9,,0.7,2.4,2.2,,,,,,,,,,1978-05-20,23.105
alton ford,2001,50.0,PF,Houston,College/University,PHX,80.25,,271.0,82.5,102.5,8.0,,,34.5,36.5,11.7,,3.16,21.0,CUSA,,,,26.0,25.5,10.8,0.432,0.462,0.265,0.609,,,5.9,0.7,,0.2,0.7,2.5,,,,,,,,,,1981-05-29,20.079
andre hutson,2001,51.0,PF,Michigan State,College/University,MIL,80.25,,244.0,83.75,105.5,11.7,,,29.0,32.5,11.25,,3.3,17.0,Big Ten,,,,32.0,29.9,13.8,0.622,0.622,,0.725,,,7.6,1.9,,0.8,0.5,1.6,,,,,,,,,,1979-01-12,22.456
jarron collins,2001,52.0,C-PF,Stanford,College/University,UTA,81.25,,252.0,87.0,104.0,15.2,,,23.0,29.0,11.65,,3.6,10.0,Pac-10,,,,34.0,28.3,12.8,0.558,0.563,0.333,0.687,,,6.7,1.4,,0.6,0.6,1.5,,,,,,,,,,1978-12-02,22.568
kenny satterfield,2001,53.0,PG,Cincinnati,College/University,DAL,73.0,,176.0,76.5,98.0,6.7,,,28.5,33.0,12.05,,3.2,3.0,CUSA,,,,35.0,34.4,14.4,0.387,0.415,0.333,0.788,,,4.7,5.1,,1.7,0.2,3.2,,,,,,,,,,1981-04-10,20.214
maurice jeffers,2001,54.0,,Saint Louis,College/University,SAC,,,,,,,,,,,,,,,CUSA,,,,31.0,32.6,16.0,0.449,0.451,0.438,0.777,,,6.1,2.5,,0.9,0.5,2.2,,,,,,,,,,,
robertas javtokas,2001,55.0,,BC Lietuvos rytas (Lithuania),Other Team/Club,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alvin jones,2001,56.0,,Georgia Tech,College/University,PHI,,,,,,,,,,,,,,,ACC,,,,30.0,29.2,13.4,0.482,0.486,0.0,0.596,,,10.4,1.5,,0.9,3.4,3.0,,,,,,,,,,1978-09-09,22.798
bryan bracey,2001,57.0,,Oregon,College/University,SAS,,,,,,,,,,,,,,,Pac-10,,,,28.0,30.6,18.6,0.493,0.515,0.427,0.788,,,7.1,1.0,,1.0,0.3,2.6,,,,,,,,,,,
adam allenspach,2001,999.0,C,Clemson,College/University,,83.5,,259.0,84.5,107.0,12.4,,,28.5,31.0,11.9,,3.4,16.0,ACC,,,,22.0,19.2,7.7,0.453,0.453,,0.676,,,5.5,0.5,,0.3,0.5,1.3,,,,,,,,,,,
anthony evans,2001,999.0,PF,Georgia,College/University,,78.0,,267.0,83.5,101.5,12.9,,,31.5,33.0,12.56,,3.31,18.0,SEC,,,,31.0,28.2,11.5,0.536,0.541,0.0,0.752,,,7.5,1.1,,0.5,1.0,1.2,,,,,,,,,,,
benjamin eze,2001,999.0,C-PF,,,,80.75,,232.0,90.0,109.0,3.9,,,29.0,32.0,13.05,,3.36,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brent wright,2001,999.0,PF-SF,Florida,College/University,,79.75,,236.0,85.5,105.5,12.4,,,23.0,29.0,12.25,,3.3,19.0,SEC,,,,20.0,24.4,12.7,0.579,0.579,0.577,0.809,,,6.2,1.7,,1.3,0.5,2.0,,,,,,,,,,,
calvin bowman,2001,999.0,PF,West Virginia,College/University,,80.75,,214.0,83.5,104.0,8.6,,,28.5,34.5,11.96,,3.21,7.0,Big East,,,,29.0,32.7,17.6,0.541,0.544,0.0,0.691,,,9.7,1.1,,1.2,1.1,2.9,,,,,,,,,,,
charles hathaway,2001,999.0,C,Tennessee,College/University,,80.0,,274.0,86.0,107.5,,,,,,,,,,SEC,,,,31.0,19.8,5.1,0.649,0.649,,0.603,,,4.8,0.5,,0.4,1.4,1.4,,,,,,,,,,,
charlie bell,2001,999.0,PG,Michigan St.,College/University,,74.5,,200.0,79.5,97.5,6.7,,,31.5,38.0,10.59,,3.12,15.0,Big Ten,,,,33.0,31.3,13.5,0.402,0.443,0.342,0.77,,,4.7,5.1,,1.0,0.2,2.8,,,,,,,,,,1979-03-12,22.294
cookie belcher,2001,999.0,SG-PG,Nebraska,College/University,,75.0,,206.0,80.5,99.0,5.3,,,35.0,41.5,11.26,,2.91,7.0,Big 12,,,,30.0,34.1,16.4,0.449,0.514,0.336,0.744,,,5.1,4.4,,2.7,0.7,3.2,,,,,,,,,,,
damone thornton,2001,999.0,PF,,,,78.75,,235.0,85.75,103.7,8.0,,,33.5,37.5,11.17,,3.2,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
darrell johns,2001,999.0,C,Chicago St.,College/University,,83.25,,278.0,89.0,111.5,19.1,,,23.5,30.0,12.41,,3.59,18.0,Mid-Cont,,,,25.0,23.6,11.6,0.506,0.506,,0.595,,,5.8,0.7,,0.5,1.2,2.0,,,,,,,,,,,
darren kelly,2001,999.0,SG-PG,Texas,College/University,,74.0,,178.0,78.75,100.0,6.7,,,30.5,34.5,11.38,,3.21,1.0,Big 12,,,,26.0,34.6,15.3,0.36,0.405,0.276,0.76,,,4.6,2.9,,1.2,0.5,3.2,,,,,,,,,,,
demarcus minor,2001,999.0,SG,Baylor,College/University,,75.25,,207.0,80.25,99.5,6.7,,,29.0,41.0,10.57,,3.15,9.0,Big 12,,,,31.0,37.5,15.2,0.4,0.415,0.328,0.842,,,5.9,4.5,,1.4,0.1,3.5,,,,,,,,,,,
demetrius porter,2001,999.0,PG,Fresno St.,College/University,,70.75,,178.0,74.75,94.0,12.4,,,26.0,31.0,11.5,,3.34,5.0,WAC,,,,33.0,31.2,15.2,0.441,0.524,0.387,0.771,,,2.3,2.9,,1.7,0.2,1.7,,,,,,,,,,,
greg stevenson,2001,999.0,SF,Richmond,College/University,,75.75,,215.0,84.5,102.0,7.3,,,30.0,35.5,11.29,,3.23,15.0,CAA,,,,29.0,35.2,19.7,0.536,0.553,0.485,0.767,,,7.7,1.7,,1.4,0.9,1.9,,,,,,,,,,,
gyasi cline heard,2001,999.0,PF,Penn St.,College/University,,78.25,,231.0,83.5,103.0,8.0,,,31.5,34.5,11.4,,3.23,11.0,Big Ten,,,,33.0,33.4,16.0,0.501,0.503,0.333,0.735,,,8.2,1.8,,1.3,1.5,1.7,,,,,,,,,,,
horace jenkins,2001,999.0,PG,,,,71.75,,171.0,77.25,97.0,6.0,,,34.5,41.0,10.97,,3.1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974-10-14,26.702
jamario moon,2001,999.0,SF,,,,78.5,,185.0,83.5,103.0,5.3,,,33.0,43.0,11.64,,3.08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980-06-13,21.038
jason gardner,2001,999.0,PG,Arizona,College/University,,69.75,,188.0,73.25,92.5,8.0,,,34.5,40.0,10.88,,2.92,9.0,Pac-10,,,,36.0,32.4,10.9,0.381,0.413,0.367,0.809,,,3.0,4.1,,1.6,0.1,1.8,,,,,,,,,,,
jerry green,2001,999.0,PG-SG,UC Irvine,College/University,,73.5,,179.0,78.25,99.0,5.5,,,28.5,35.0,11.7,,3.17,13.0,Big West,,,,30.0,32.1,19.0,0.453,0.459,0.426,0.834,,,4.8,3.0,,1.4,0.3,3.0,,,,,,,,,,,
kenny gregory,2001,999.0,SF,Kansas,College/University,,75.5,,200.0,83.25,101.0,6.7,,,39.5,45.5,11.33,,3.1,10.0,Big 12,,,,30.0,31.7,15.6,0.567,0.601,0.386,0.424,,,7.3,2.4,,1.0,0.2,1.7,,,,,,,,,,,
kimani ffriend,2001,999.0,C-PF,Nebraska,College/University,,81.5,,228.0,82.75,108.5,11.7,,,32.0,33.0,11.46,,3.09,9.0,Big 12,,,,28.0,29.5,13.8,0.623,0.623,,0.455,,,8.2,0.9,,0.6,2.6,3.0,,,,,,,,,,,
lazaros papadopoulos,2001,999.0,C-PF,,,,82.25,,227.0,86.5,110.5,11.7,,,23.0,26.0,12.0,,3.7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lee scruggs,2001,999.0,PF-SF,Georgetown,College/University,,82.25,,209.0,89.75,110.5,10.5,,,23.5,29.5,13.28,,3.55,0.0,Big East,,,,24.0,13.7,7.5,0.376,0.412,0.329,0.75,,,4.4,0.6,,0.4,1.1,1.2,,,,,,,,,,,
martin rancik,2001,999.0,PF-SF,Iowa St.,College/University,,80.75,,230.0,80.0,102.5,8.0,,,32.0,37.0,10.77,,3.19,14.0,Big 12,,,,31.0,25.3,13.2,0.543,0.55,0.286,0.76,,,5.5,0.6,,0.6,0.5,1.7,,,,,,,,,,,
maurice evans,2001,999.0,SG,Texas,College/University,,76.25,,221.0,80.0,101.0,4.0,,,34.5,37.5,10.08,,3.12,22.0,Big 12,,,,34.0,33.0,15.6,0.44,0.5,0.389,0.757,,,5.3,1.3,,1.3,0.6,2.1,,,,,,,,,,1978-11-08,22.634
michael hicks,2001,999.0,SG,,,,76.0,,197.0,81.25,100.5,7.3,,,33.0,40.5,11.38,,3.19,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mike mardesich,2001,999.0,C-PF,Maryland,College/University,,82.25,,247.0,84.5,108.5,13.6,,,24.0,30.0,11.65,,3.45,8.0,ACC,,,,36.0,10.2,3.6,0.473,0.473,,0.533,,,2.6,0.4,,0.2,0.3,0.7,,,,,,,,,,1977-07-29,23.912
nate james,2001,999.0,SF,Duke,College/University,,76.75,,196.0,82.75,103.0,6.0,,,26.0,31.0,11.42,,3.31,23.0,ACC,,,,39.0,27.8,12.3,0.494,0.624,0.314,0.799,,,5.2,1.1,,1.6,0.2,1.6,,,,,,,,,,1979-09-15,21.782
norman richardson,2001,999.0,SG,,,,75.5,,180.0,76.5,99.0,6.0,,,30.5,35.5,10.97,,3.15,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977-07-24,23.926
rashad phillips,2001,999.0,PG,Detroit Mercy,College/University,,69.0,,166.0,73.5,92.0,12.4,,,27.0,32.0,11.93,,3.27,5.0,MW Coll,,,,35.0,,22.4,0.434,0.464,0.415,0.916,,,2.5,4.1,,1.0,0.0,3.5,,,,,,,,,,1978-05-05,23.146
robb dryden,2001,999.0,C,,,,85.0,,241.0,86.5,110.2,8.0,,,27.0,30.0,12.47,,3.46,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978-08-26,22.836
ryan carroll,2001,999.0,SF-SG,TCU,College/University,,76.0,,202.0,80.25,99.0,8.0,,,34.5,39.0,11.0,,3.1,14.0,WAC,,,,31.0,34.3,17.5,0.463,0.576,0.364,0.783,,,5.8,2.6,,1.5,0.9,1.3,,,,,,,,,,,
sam clancy,2001,999.0,PF,USC,College/University,,78.25,,242.0,86.75,107.0,8.0,,,31.0,34.0,11.47,,3.13,15.0,Pac-10,,,,34.0,33.2,17.3,0.501,0.5,1.0,0.659,,,7.5,1.0,,1.1,2.4,2.4,,,,,,,,,,1980-05-04,21.147
sirvaliant brown,2001,999.0,PG,George Washington,College/University,,71.0,,176.0,76.0,92.5,6.7,,,31.0,39.5,11.23,,3.0,10.0,A-10,,,,31.0,31.2,17.3,0.369,0.412,0.294,0.719,,,2.7,1.8,,1.5,0.2,2.4,,,,,,,,,,1980-12-21,20.515
souleymane wane,2001,999.0,C,UConn,College/University,,80.5,,235.0,89.0,109.0,11.2,,,29.0,30.5,12.02,,3.46,9.0,Big East,,,,29.0,20.4,4.6,0.482,0.482,,0.591,,,4.8,0.7,,0.3,0.9,1.1,,,,,,,,,,1976-01-28,25.413
tate decker,2001,999.0,SF,,,,81.25,,218.0,83.75,107.0,13.6,,,25.5,28.5,12.19,,3.47,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977-10-21,23.682
tory walker,2001,999.0,SF,New Orleans,College/University,,78.75,,187.0,83.25,104.5,6.7,,,28.0,33.0,11.95,,3.25,7.0,Sun Belt,,,,29.0,30.6,17.0,0.491,0.524,0.436,0.765,,,4.7,1.4,,1.4,0.9,2.1,,,,,,,,,,,
troy ostler,2001,999.0,PF-SF,Hawaii,College/University,,80.75,,200.0,85.5,106.5,8.0,,,26.5,29.5,13.42,,3.5,2.0,WAC,,,,28.0,29.5,15.5,0.495,0.5,0.0,0.705,,,5.9,2.2,,0.4,1.8,2.5,,,,,,,,,,,
zach marbury,2001,999.0,PG-SG,Rhode Island,College/University,,73.25,,183.0,75.5,96.5,6.7,,,33.0,36.5,11.53,,3.1,0.0,A-10,,,,29.0,33.4,16.9,0.456,0.561,0.237,0.686,,,4.0,2.6,,1.6,0.1,3.3,,,,,,,,,,,
yao ming,2002,1.0,,Shanghai Sharks (China),Other Team/Club,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980-09-12,21.785
jay williams,2002,2.0,PG,Duke,College/University,CHI,72.25,,197.0,75.5,97.0,,,,28.5,36.0,10.34,,3.09,10.0,ACC,,,,35.0,33.6,21.3,0.457,0.536,0.383,0.676,,,3.5,5.3,,2.2,0.1,3.7,,,,,,,,,,1981-09-10,20.791
