name,draft_year,overall_pick,position,organization,organization_type,draft_team_abbreviation,height_wo_shoes_in,height_w_shoes_in,weight_lbs,wingspan_in,standing_reach_in,body_fat_pct,hand_length_in,hand_width_in,standing_vertical_leap_in,max_vertical_leap_in,lane_agility_time_sec,modified_lane_agility_time_sec,three_quarter_sprint_sec,bench_press_reps
yam madar,2020,47,,Hapoel Galil Elyon (Israel),Other Team/Club,BOS,,,,,,,,,,,,,,
nico mannion,2020,48,,Arizona,College/University,GSW,,,,,,,,,,,,,,
isaiah joe,2020,49,SG,Arkansas,College/University,PHI,75.0,76.5,170.4,79.5,101.0,4.7,8.25,8.25,,,,,,
skylar mays,2020,50,SG,Louisiana State,College/University,ATL,75.0,76.0,204.0,78.0,99.0,7.4,8.0,9.75,29.0,37.5,10.65,2.4,3.3,
justinian jessup,2020,51,,Boise State,College/University,GSW,,,,,,,,,,,,,,
kj martin,2020,52,SF-PF,IMG Academy,High School,SAC,78.0,79.0,213.2,79.25,102.0,5.9,8.5,8.75,31.5,38.5,11.93,2.58,3.16,
cassius winston,2020,53,PG,Michigan State,College/University,OKC,72.5,73.5,196.0,78.0,97.0,9.0,8.75,8.25,24.0,28.0,11.15,2.74,3.61,
cassius stanley,2020,54,SG,Duke,College/University,IND,77.0,78.2,201.6,79.0,99.5,5.8,8.25,9.0,34.5,44.0,11.4,2.43,3.09,
jay scrubb,2020,55,SG-SF,John A. Logan,College/University,BKN,77.0,78.2,185.2,81.5,104.5,3.7,8.25,9.75,,,,,,
grant riller,2020,56,PG-SG,College of Charleston,College/University,CHA,72.25,73.0,178.4,77.25,96.5,5.4,8.0,8.5,32.5,39.5,11.17,2.45,3.07,
reggie perry,2020,57,PF-C,Mississippi State,College/University,LAC,80.25,81.2,249.6,84.25,106.5,8.4,9.25,11.0,30.0,33.5,11.26,2.57,3.25,
paul reed,2020,58,PF,DePaul,College/University,PHI,80.5,81.2,219.2,86.0,109.5,6.83,9.0,8.75,26.5,37.5,12.29,2.67,3.45,
jalen harris,2020,59,SG,Nevada-Reno,College/University,TOR,74.75,76.2,193.4,79.0,97.5,4.4,8.25,9.5,37.5,42.5,10.59,2.49,3.11,
sam merrill,2020,60,,Utah State,College/University,NOP,,,,,,,,,,,,,,
ashton hagans,2020,999,PG,,,,73.5,74.5,193.0,80.0,99.5,4.1,9.0,9.0,29.5,36.5,10.82,2.5,3.13,
devon dotson,2020,999,PG,,,,72.5,73.7,185.2,75.0,95.0,4.6,8.25,10.0,31.5,40.5,10.44,2.22,3.02,
joshua hall,2020,999,SF,,,,78.0,79.5,196.6,83.0,104.5,7.6,8.75,9.5,31.5,37.5,12.16,2.62,3.38,
kahlil whitney,2020,999,SF,,,,77.5,79.0,205.0,84.25,105.5,5.3,9.25,10.25,29.0,39.0,11.17,2.61,3.28,
kaleb wesson,2020,999,C,,,,81.25,82.2,252.6,87.5,111.5,12.5,9.0,10.75,21.5,27.0,11.73,2.64,3.6,
karim mane,2020,999,PG-SG,,,,77.0,78.0,196.0,83.0,102.0,3.73,8.5,9.75,31.0,36.0,11.52,2.64,3.04,
killian tillie,2020,999,PF,,,,80.75,82.0,221.6,80.0,106.0,12.43,8.25,9.25,27.5,32.0,11.6,2.62,3.4,
lamar stevens,2020,999,SF-PF,,,,77.75,78.7,228.0,81.0,101.0,6.8,8.5,9.75,35.0,41.0,10.35,2.54,3.2,
mamadi diakite,2020,999,PF,,,,80.5,82.2,222.1,87.75,107.0,7.83,9.0,10.25,28.0,37.0,11.95,2.71,3.16,
markus howard,2020,999,PG,,,,69.5,71.0,170.8,72.25,91.5,9.91,8.5,7.75,30.5,35.5,11.21,3.17,3.11,
mason jones,2020,999,SG,,,,75.75,77.7,207.2,79.0,102.5,8.9,8.75,8.5,24.0,31.0,10.6,2.49,3.33,
myles powell,2020,999,PG-SG,,,,72.5,73.5,194.0,79.0,99.0,15.8,8.0,9.0,,,,,,
naji marshall,2020,999,SF,,,,77.75,79.0,233.5,84.75,102.5,8.7,9.25,10.5,28.5,35.0,11.77,2.9,3.37,
nathan knight,2020,999,PF-C,,,,80.0,81.7,235.0,86.0,109.5,8.2,9.0,9.5,23.0,31.5,11.56,2.96,3.31,
paul eboua,2020,999,SF-PF,,,,78.0,79.5,222.2,87.5,108.0,3.8,9.0,10.25,33.0,35.5,10.79,2.44,3.19,
trent forrest,2020,999,PG,,,,75.5,76.7,203.0,79.5,102.5,5.65,9.0,9.75,28.0,34.5,11.04,2.5,3.18,
ty shon alexander,2020,999,SG,,,,74.0,76.0,200.8,80.0,100.0,12.3,8.75,8.75,28.0,33.0,11.33,2.47,3.26,
yoeli childs,2020,999,PF,,,,78.0,79.0,226.4,83.5,106.0,8.2,8.75,10.0,34.0,38.5,10.87,2.42,3.22,
cade cunningham,2021,1,PG,Oklahoma State,College/University,DET,,,,,,,,,,,,,,
jalen green,2021,2,SG,Ignite (G League),Other Team/Club,HOU,,,,,,,,,,,,,,
evan mobley,2021,3,PF,Southern California,College/University,CLE,,,,,,,,,,,,,,
scottie barnes,2021,4,SF,Florida State,College/University,TOR,79.0,80.0,225.4,86.75,108.0,5.3,9.25,10.25,36.0,39.5,10.88,2.99,3.15,
jalen suggs,2021,5,,Gonzaga,College/University,ORL,,,,,,,,,,,,,,
josh giddey,2021,6,,NBA Global Academy (Australia),Other Team/Club,OKC,,,,,,,,,,,,,,
jonathan kuminga,2021,7,SF,Ignite (G League),Other Team/Club,GSW,,,,,,,,,,,,,,
franz wagner,2021,8,,Michigan,College/University,ORL,,,,,,,,,,,,,,
davion mitchell,2021,9,PG,Baylor,College/University,SAC,72.0,73.25,202.4,76.25,96.5,6.2,8.25,8.75,,,,,,
ziaire williams,2021,10,SF,Stanford,College/University,NOP,80.25,81.75,188.4,82.25,106.5,4.4,9.0,8.75,34.0,39.5,10.69,3.04,3.12,
james bouknight,2021,11,SG,Connecticut,College/University,CHA,75.5,76.75,190.0,80.25,101.5,5.5,8.75,9.0,,,,,,
joshua primo,2021,12,SG,Alabama,College/University,SAS,76.0,77.0,189.0,81.25,102.5,6.3,9.0,10.0,30.5,37.5,10.97,3.36,3.22,
chris duarte,2021,13,,Oregon,College/University,IND,,,,,,,,,,,,,,
moses moody,2021,14,SG,Arkansas,College/University,GSW,76.5,78.0,210.6,84.75,105.0,6.8,9.0,10.0,,,,,,
corey kispert,2021,15,SF,Gonzaga,College/University,WAS,78.0,79.25,223.8,79.0,102.0,6.8,8.75,10.0,30.0,37.5,10.91,2.99,3.12,
alperen sengun,2021,16,,Besiktas (Turkey),Other Team/Club,OKC,,,,,,,,,,,,,,
trey murphy,2021,17,SF,Virginia,College/University,MEM,79.5,81.25,206.0,84.0,105.5,8.1,8.5,9.0,34.0,38.0,11.65,3.32,3.14,
tre mann,2021,18,PG,Florida,College/University,OKC,75.25,76.25,177.6,76.0,98.5,4.1,8.0,9.0,,,,,,
kai jones,2021,19,PF,Texas,College/University,NYK,82.0,83.5,221.4,85.75,110.5,4.7,9.0,9.5,,,,,,
jalen johnson,2021,20,PF,Duke,College/University,ATL,79.75,81.25,209.6,84.25,106.0,4.5,9.75,10.5,,,,,,
keon johnson,2021,21,SG,Tennessee,College/University,NYK,75.5,76.75,184.8,79.25,97.0,4.4,8.5,9.0,41.5,48.0,11.45,3.2,3.0,
isaiah jackson,2021,22,C,Kentucky,College/University,LAL,,,,,,,,,,,,,,
usman garuba,2021,23,,Madrid (ESP),College/University,HOU,,,,,,,,,,,,,,
josh christopher,2021,24,SG,Arizona State,College/University,HOU,75.25,76.5,214.8,81.25,101.0,5.8,8.75,8.5,29.5,37.5,11.32,3.3,3.14,
quentin grimes,2021,25,SG,Houston,College/University,LAC,76.0,77.25,205.0,80.0,101.0,6.6,8.5,10.0,30.5,38.5,11.09,3.33,3.07,
bones hyland,2021,26,SG,Virginia Commonwealth,College/University,DEN,74.0,75.5,169.0,81.25,101.5,5.8,8.75,9.0,26.5,34.0,10.53,3.17,3.1,
cam thomas,2021,27,SG,Louisiana State,College/University,BKN,,,,,,,,,,,,,,
jaden springer,2021,28,SG,Tennessee,College/University,PHI,75.0,76.25,202.0,79.75,99.0,6.3,8.5,9.75,34.5,41.5,11.46,3.1,3.13,
day ron sharpe,2021,29,C,North Carolina,College/University,PHX,,,,,,,,,,,,,,
santi aldama,2021,30,,Loyola-Maryland,College/University,UTA,,,,,,,,,,,,,,
isaiah todd,2021,31,PF,Ignite (G League),Other Team/Club,MIL,80.75,82.0,219.0,85.25,107.5,6.2,9.0,9.75,28.5,35.5,11.38,3.25,3.31,
jeremiah robinson earl,2021,32,PF,Villanova,College/University,NYK,79.75,81.0,242.4,81.75,105.5,8.9,9.0,9.75,27.0,32.0,11.64,3.15,3.29,
jason preston,2021,33,PG,Ohio,College/University,ORL,75.0,76.0,180.6,80.5,100.5,5.45,8.5,9.25,30.5,38.5,10.82,3.08,3.13,
rokas jokubaitis,2021,34,,BC Zalgiris (Lithuania),Other Team/Club,OKC,,,,,,,,,,,,,,
herbert jones,2021,35,SF,Alabama,College/University,NOP,78.0,79.25,206.4,84.25,106.0,5.8,8.5,9.0,28.5,36.5,11.02,3.17,3.25,
miles mcbride,2021,36,PG,West Virginia,College/University,OKC,73.0,74.5,195.2,80.75,99.5,6.0,9.0,9.5,31.0,38.5,11.08,3.13,3.1,
jt thor,2021,37,PF,Auburn,College/University,DET,80.5,81.25,203.0,87.25,110.0,6.1,9.25,9.5,31.5,35.0,12.19,3.08,3.06,
ayo dosunmu,2021,38,SG,Illinois,College/University,CHI,75.5,77.0,194.4,82.25,102.0,4.9,8.5,8.75,27.0,33.5,11.51,3.27,3.23,
neemias queta,2021,39,C,Utah State,College/University,SAC,83.25,84.5,248.4,88.0,112.5,7.6,9.25,10.5,27.0,33.0,11.85,3.5,3.29,
jared butler,2021,40,PG,Baylor,College/University,SAC,74.25,75.75,193.0,76.0,98.5,5.1,8.5,8.25,,,,,,
joe wieskamp,2021,41,SF,Iowa,College/University,SAS,77.75,79.25,204.8,83.0,103.0,4.1,8.5,9.25,30.0,42.0,10.7,3.18,3.04,
isaiah livers,2021,42,SF,Michigan,College/University,DET,77.75,79.25,231.8,81.25,104.5,9.4,9.0,9.5,,,,,,
greg brown,2021,43,PF,Texas,College/University,NOP,79.25,80.5,206.4,84.25,107.0,5.5,9.0,9.75,33.5,39.0,10.98,2.98,3.19,
kessler edwards,2021,44,PF,Pepperdine,College/University,BKN,79.0,80.0,203.0,83.25,106.0,4.3,8.5,8.25,28.0,37.0,11.3,3.38,3.25,
juhann begarin,2021,45,,Paris (France),Other Team/Club,BOS,,,,,,,,,,,,,,
dalano banton,2021,46,,Nebraska,College/University,TOR,,,,,,,,,,,,,,
david johnson,2021,47,SG,Louisville,College/University,TOR,75.25,76.75,202.8,82.5,104.0,7.5,8.25,8.5,33.0,39.0,12.02,3.2,3.03,
sharife cooper,2021,48,PG,Auburn,College/University,ATL,,,,,,,,,,,,,,
marcus zegarowski,2021,49,PG,Creighton,College/University,BKN,72.75,74.0,180.8,74.75,96.0,7.2,8.0,9.5,30.0,35.5,11.47,3.26,3.11,
filip petrusev,2021,50,,KK Mega Leks (Serbia),Other Team/Club,PHI,,,,,,,,,,,,,,
brandon boston,2021,51,SF,Kentucky,College/University,MEM,77.75,79.0,188.0,82.75,104.0,6.0,9.0,9.75,,,,,,
luka garza,2021,52,C,Iowa,College/University,DET,82.0,83.25,242.8,85.5,107.5,11.7,9.0,9.25,24.0,29.5,11.9,3.38,3.51,
charles bassey,2021,53,C,Western Kentucky,College/University,PHI,81.25,82.25,230.2,87.0,107.5,5.9,9.0,9.5,33.0,36.0,12.19,3.33,3.13,
sandro mamukelashvili,2021,54,C,Seton Hall,College/University,IND,81.0,82.0,239.8,85.25,106.5,7.8,9.0,9.5,30.5,36.5,11.63,3.3,3.21,
aaron wiggins,2021,55,SG-SF,Maryland,College/University,OKC,76.5,77.0,190.0,81.75,103.0,5.0,8.75,8.5,29.5,36.0,11.2,3.0,3.04,
scottie lewis,2021,56,SF,Florida,College/University,CHA,76.0,77.25,187.6,84.0,101.5,4.7,8.75,9.75,34.0,42.0,10.45,3.03,2.98,
balsa koprivica,2021,57,,Florida State,College/University,CHA,,,,,,,,,,,,,,
jericho sims,2021,58,C,Texas,College/University,NYK,81.0,82.0,250.2,87.25,106.0,5.5,9.0,9.75,37.0,44.5,11.59,3.38,3.05,
raiquan gray,2021,59,PF,Florida State,College/University,BKN,78.5,79.75,268.6,82.75,105.0,17.3,9.25,9.0,26.5,31.5,11.69,3.3,3.25,
georgios kalaitzakis,2021,60,,BC Nevezis (Greece),Other Team/Club,IND,,,,,,,,,,,,,,
aaron henry,2021,999,SF,,,,76.5,78.0,209.6,82.75,103.5,5.6,8.5,9.25,29.0,35.0,11.68,3.18,3.07,
aj lawson,2021,999,SG-SF,,,,77.5,78.75,179.2,78.75,99.5,4.4,8.5,9.25,33.0,41.0,11.0,3.01,2.98,
ariel hukporti,2021,999,C,,,,82.75,84.0,246.0,86.5,111.5,8.1,9.5,9.5,24.5,31.0,12.2,3.53,3.12,
austin reaves,2021,999,SG,,,,76.5,77.75,197.2,78.25,101.0,11.0,8.0,8.25,25.0,35.0,10.94,3.19,3.07,
carlik jones,2021,999,PG,,,,72.0,73.0,173.6,77.0,97.5,4.5,8.25,9.0,31.5,36.0,10.96,3.23,3.16,
daishen nix,2021,999,PG,,,,75.0,76.25,225.6,78.75,100.0,11.8,8.5,9.0,29.5,36.5,11.72,3.18,3.0,
david duke,2021,999,SG,,,,76.25,77.5,203.6,80.75,102.5,5.9,8.5,9.0,30.0,39.0,11.21,3.19,3.08,
dj steward,2021,999,PG,,,,72.75,73.75,162.2,79.0,98.5,5.0,8.5,9.0,34.5,38.5,11.14,3.1,3.08,
duane washington,2021,999,SG,,,,74.25,75.75,196.8,79.75,101.0,5.1,8.25,8.75,29.5,35.5,11.5,3.06,3.17,
isaiah mobley,2021,999,PF,,,,80.0,81.75,238.0,87.0,107.5,12.9,9.0,10.0,26.5,32.0,12.7,3.5,3.3,
john petty,2021,999,SG,,,,76.5,77.75,186.2,81.5,103.5,5.6,8.5,9.0,27.5,34.0,11.51,3.17,3.35,
johnny juzang,2021,999,SG,,,,77.5,79.0,209.0,82.5,100.5,8.0,8.5,9.5,31.0,36.5,11.13,3.08,3.13,
julian champagnie,2021,999,SF,,,,78.5,79.5,217.4,82.0,106.5,8.0,9.0,8.5,26.0,32.0,12.38,3.2,3.2,
justin champagnie,2021,999,PF,,,,77.75,78.75,206.4,81.5,104.0,6.3,8.75,8.5,27.0,35.0,11.94,3.14,3.34,
makur maker,2021,999,C,,,,82.25,83.25,232.2,85.75,112.0,14.5,8.75,9.5,25.5,31.0,11.87,3.28,3.34,
marcus bagley,2021,999,SF,,,,78.0,79.75,216.8,83.0,102.5,7.5,8.75,8.5,32.5,38.5,12.26,3.1,3.17,
matt hurt,2021,999,PF,,,,80.5,81.5,232.4,81.5,106.5,15.2,9.0,9.0,25.5,32.5,11.44,3.25,3.34,
matthew mayer,2021,999,PF,,,,,,,,,,,,,,,,,
max abmas,2021,999,PG,,,,70.5,71.75,161.8,73.75,94.0,5.5,8.0,7.75,28.5,32.5,10.9,3.49,3.12,
mckinley wright,2021,999,PG,,,,71.25,72.25,192.2,77.25,94.0,6.7,8.5,9.0,31.5,38.0,10.76,3.12,3.08,
moses wright,2021,999,PF,,,,79.75,81.0,225.8,84.75,107.0,5.6,9.0,9.5,31.5,38.0,11.2,3.42,3.15,
ochai agbaji,2021,999,SG,,,,76.5,77.5,214.4,82.0,103.5,4.15,9.0,8.75,32.0,41.5,10.88,3.1,3.13,
roko prkacin,2021,999,PF,,,,79.5,81.25,225.4,83.0,107.0,7.0,8.75,9.25,,,,,,
sam hauser,2021,999,SF,,,,78.75,80.0,217.4,81.25,102.0,7.9,8.25,9.0,28.5,34.5,11.14,3.07,3.34,
terrence shannon,2021,999,SF,,,,77.5,78.5,206.6,80.25,100.0,6.7,8.0,8.0,32.5,39.5,11.51,3.12,3.21,
trendon watford,2021,999,PF,,,,79.5,80.75,237.4,86.25,105.0,10.1,9.5,9.5,28.0,35.0,11.69,3.23,3.27,
yves pons,2021,999,PF,,,,77.5,78.75,206.4,84.75,104.0,4.0,9.0,9.25,36.0,42.5,10.89,3.05,3.1,
paolo banchero,2022,1,PF,Duke,College/University,ORL,,,,,,,,,,,,,,
chet holmgren,2022,2,PF,Gonzaga,College/University,OKC,,,,,,,,,,,,,,
jabari smith,2022,3,PF,Auburn,College/University,HOU,,,,,,,,,,,,,,
keegan murray,2022,4,PF,Iowa,College/University,SAC,,,,,,,,,,,,,,
jaden ivey,2022,5,PG,Purdue,College/University,DET,,,,,,,,,,,,,,
bennedict mathurin,2022,6,SG,Arizona,College/University,IND,76.5,78.0,204.6,81.0,104.0,5.7,8.5,9.75,,,,,,
shaedon sharpe,2022,7,SG,Kentucky,College/University,POR,76.25,77.25,198.0,83.5,103.5,4.8,9.0,9.25,,,,,,
dyson daniels,2022,8,SG,Ignite (G League),Other Team/Club,NOP,78.0,79.5,195.2,82.5,105.0,4.9,8.5,9.75,29.0,34.0,10.81,2.81,3.22,
jeremy sochan,2022,9,PF,Baylor,College/University,SAS,,,,,,,,,,,,,,
johnny davis,2022,10,PG,Wisconsin,College/University,WAS,76.25,77.75,196.4,80.5,103.5,6.7,8.5,10.25,,,,,,
ousmane dieng,2022,11,SF,Breakers (New Zealand),Other Team/Club,NYK,,,,,,,,,,,,,,
jalen williams,2022,12,SG,Santa Clara,College/University,OKC,76.5,77.75,209.2,86.25,105.5,8.9,8.5,9.5,33.5,39.0,11.13,3.17,3.11,
jalen duren,2022,13,C,Memphis,College/University,CHA,,,,,,,,,,,,,,
ochai agbaji,2022,14,SG,Kansas,College/University,CLE,76.5,77.75,216.8,82.25,104.0,5.4,8.75,9.5,32.0,39.0,10.77,3.11,3.13,
mark williams,2022,15,C,Duke,College/University,CHA,84.0,86.0,242.4,90.5,117.0,5.4,9.0,9.75,,,,,,
aj griffin,2022,16,SF,Duke,College/University,ATL,,,,,,,,,,,,,,
tari eason,2022,17,PF,Louisiana State,College/University,HOU,78.75,80.0,217.4,86.0,107.5,5.9,9.25,11.0,,,,,,
