name,draft_year,overall_pick,birth_date,draft_date,draft_age,birth_date_source,birth_date_confidence,age_validation_status
glen davis,2007,35.0,1986-01-01,2007-06-28,21.487,nba_api_commonplayerinfo,high,valid_nba_api
jermareo davidson,2007,36.0,1984-11-15,2007-06-28,22.615,nba_api_commonplayerinfo,high,valid_nba_api
josh mcroberts,2007,37.0,1987-02-28,2007-06-28,20.329,nba_api_commonplayerinfo,high,valid_nba_api
kyrylo fesenko,2007,38.0,1986-12-24,2007-06-28,20.509,nba_api_commonplayerinfo,high,valid_nba_api
stanko barac,2007,39.0,,2007-06-28,,common_player_info_error:KeyError,none,missing_birth_date
sun sun,2007,40.0,1985-11-06,2007-06-28,21.64,nba_api_commonplayerinfo,high,valid_nba_api
chris richard,2007,41.0,1984-12-25,2007-06-28,22.505,nba_api_commonplayerinfo,high,valid_nba_api
derrick byars,2007,42.0,1984-04-25,2007-06-28,23.173,nba_api_commonplayerinfo,high,valid_nba_api
adam haluska,2007,43.0,,2007-06-28,,common_player_info_error:KeyError,none,missing_birth_date
reyshawn terry,2007,44.0,,2007-06-28,,common_player_info_error:KeyError,none,missing_birth_date
jared jordan,2007,45.0,,2007-06-28,,common_player_info_error:KeyError,none,missing_birth_date
stephane lasme,2007,46.0,1982-12-17,2007-06-28,24.528,nba_api_commonplayerinfo,high,valid_nba_api
dominic mcguire,2007,47.0,1985-10-20,2007-06-28,21.687,nba_api_commonplayerinfo,high,valid_nba_api
marc gasol,2007,48.0,1985-01-29,2007-06-28,22.409,nba_api_commonplayerinfo,high,valid_nba_api
aaron gray,2007,49.0,1984-12-07,2007-06-28,22.554,nba_api_commonplayerinfo,high,valid_nba_api
renaldas seibutis,2007,50.0,,2007-06-28,,common_player_info_error:KeyError,none,missing_birth_date
jameson curry,2007,51.0,1986-01-07,2007-06-28,21.47,nba_api_commonplayerinfo,high,valid_nba_api
taurean green,2007,52.0,1986-11-28,2007-06-28,20.58,nba_api_commonplayerinfo,high,valid_nba_api
demetris nichols,2007,53.0,1984-09-04,2007-06-28,22.812,nba_api_commonplayerinfo,high,valid_nba_api
brad newley,2007,54.0,1985-02-18,2007-06-28,22.355,nba_api_commonplayerinfo,high,valid_nba_api
herbert hill,2007,55.0,1984-10-01,2007-06-28,22.738,nba_api_commonplayerinfo,high,valid_nba_api
ramon sessions,2007,56.0,1986-04-11,2007-06-28,21.213,nba_api_commonplayerinfo,high,valid_nba_api
sammy mejia,2007,57.0,,2007-06-28,,common_player_info_error:KeyError,none,missing_birth_date
giorgos printezis,2007,58.0,,2007-06-28,,common_player_info_error:KeyError,none,missing_birth_date
dj strawberry,2007,59.0,1985-06-15,2007-06-28,22.034,nba_api_commonplayerinfo,high,valid_nba_api
milovan rakovic,2007,60.0,,2007-06-28,,common_player_info_error:KeyError,none,missing_birth_date
ali traore,2007,999.0,,2007-06-28,,common_player_info_error:KeyError,none,missing_birth_date
antanas kavaliauskas,2007,999.0,,2007-06-28,,common_player_info_error:KeyError,none,missing_birth_date
anthony tolliver,2007,999.0,1985-06-01,2007-06-28,22.073,nba_api_commonplayerinfo,high,valid_nba_api
avis wyatt,2007,999.0,,2007-06-28,,common_player_info_error:KeyError,none,missing_birth_date
blake schilb,2007,999.0,,2007-06-28,,common_player_info_error:KeyError,none,missing_birth_date
bobby brown,2007,999.0,1984-09-24,2007-06-28,22.757,nba_api_commonplayerinfo,high,valid_nba_api
brandon heath,2007,999.0,,2007-06-28,,common_player_info_error:KeyError,none,missing_birth_date
caleb green,2007,999.0,,2007-06-28,,common_player_info_error:KeyError,none,missing_birth_date
cartier martin,2007,999.0,1984-11-20,2007-06-28,22.601,nba_api_commonplayerinfo,high,valid_nba_api
coby karl,2007,999.0,1983-06-08,2007-06-28,24.055,nba_api_commonplayerinfo,high,valid_nba_api
coleman collins,2007,999.0,,2007-06-28,,common_player_info_error:KeyError,none,missing_birth_date
craig bradshaw,2007,999.0,,2007-06-28,,common_player_info_error:KeyError,none,missing_birth_date
curtis sumpter,2007,999.0,,2007-06-28,,common_player_info_error:KeyError,none,missing_birth_date
darryl watkins,2007,999.0,1984-11-08,2007-06-28,22.634,nba_api_commonplayerinfo,high,valid_nba_api
dashaun wood,2007,999.0,,2007-06-28,,common_player_info_error:KeyError,none,missing_birth_date
dominic james,2007,999.0,,2007-06-28,,common_player_info_error:KeyError,none,missing_birth_date
dustin salisbery,2007,999.0,,2007-06-28,,common_player_info_error:KeyError,none,missing_birth_date
ekene ibekwe,2007,999.0,,2007-06-28,,common_player_info_error:KeyError,none,missing_birth_date
ivan radenovic,2007,999.0,,2007-06-28,,common_player_info_error:KeyError,none,missing_birth_date
jamaal tatum,2007,999.0,,2007-06-28,,common_player_info_error:KeyError,none,missing_birth_date
james hughes,2007,999.0,,2007-06-28,,common_player_info_error:KeyError,none,missing_birth_date
jeremy hunt,2007,999.0,,2007-06-28,,common_player_info_error:KeyError,none,missing_birth_date
justin doellman,2007,999.0,,2007-06-28,,common_player_info_error:KeyError,none,missing_birth_date
kyle visser,2007,999.0,,2007-06-28,,common_player_info_error:KeyError,none,missing_birth_date
major wingate,2007,999.0,,2007-06-28,,common_player_info_error:KeyError,none,missing_birth_date
mario boggan,2007,999.0,,2007-06-28,,common_player_info_error:KeyError,none,missing_birth_date
marko lekic,2007,999.0,,2007-06-28,,common_player_info_error:KeyError,none,missing_birth_date
mohamed abukar,2007,999.0,,2007-06-28,,common_player_info_error:KeyError,none,missing_birth_date
mustafa shakur,2007,999.0,1984-08-18,2007-06-28,22.858,nba_api_commonplayerinfo,high,valid_nba_api
quinton hosley,2007,999.0,,2007-06-28,,common_player_info_error:KeyError,none,missing_birth_date
rashad jones jennings,2007,999.0,,2007-06-28,,common_player_info_error:KeyError,none,missing_birth_date
rashaun freeman,2007,999.0,,2007-06-28,,common_player_info_error:KeyError,none,missing_birth_date
reynolds,2007,999.0,,2007-06-28,,common_player_info_error:KeyError,none,missing_birth_date
ron lewis,2007,999.0,,2007-06-28,,common_player_info_error:KeyError,none,missing_birth_date
russell carter,2007,999.0,,2007-06-28,,common_player_info_error:KeyError,none,missing_birth_date
ryvon covile,2007,999.0,,2007-06-28,,common_player_info_error:KeyError,none,missing_birth_date
trey johnson,2007,999.0,1984-08-30,2007-06-28,22.825,nba_api_commonplayerinfo,high,valid_nba_api
zabian dowdell,2007,999.0,1984-09-10,2007-06-28,22.795,wikidata_fallback,medium,valid_wikidata_fallback
derrick rose,2008,1.0,1988-10-04,2008-06-26,19.726,nba_api_commonplayerinfo,high,valid_nba_api
michael beasley,2008,2.0,1989-01-09,2008-06-26,19.461,nba_api_commonplayerinfo,high,valid_nba_api
o j mayo,2008,3.0,1987-11-05,2008-06-26,20.641,nba_api_commonplayerinfo,high,valid_nba_api
russell westbrook,2008,4.0,1988-11-12,2008-06-26,19.619,nba_api_commonplayerinfo,high,valid_nba_api
kevin love,2008,5.0,1988-09-07,2008-06-26,19.8,nba_api_commonplayerinfo,high,valid_nba_api
danilo gallinari,2008,6.0,1988-08-08,2008-06-26,19.882,nba_api_commonplayerinfo,high,valid_nba_api
eric gordon,2008,7.0,1988-12-25,2008-06-26,19.502,nba_api_commonplayerinfo,high,valid_nba_api
joe alexander,2008,8.0,1986-12-26,2008-06-26,21.5,nba_api_commonplayerinfo,high,valid_nba_api
d j augustin,2008,9.0,1987-11-10,2008-06-26,20.627,nba_api_commonplayerinfo,high,valid_nba_api
brook lopez,2008,10.0,1988-04-01,2008-06-26,20.235,nba_api_commonplayerinfo,high,valid_nba_api
jerryd bayless,2008,11.0,1988-08-20,2008-06-26,19.849,nba_api_commonplayerinfo,high,valid_nba_api
jason thompson,2008,12.0,1986-07-21,2008-06-26,21.933,nba_api_commonplayerinfo,high,valid_nba_api
brandon rush,2008,13.0,1985-07-07,2008-06-26,22.971,nba_api_commonplayerinfo,high,valid_nba_api
anthony randolph,2008,14.0,1989-07-15,2008-06-26,18.949,nba_api_commonplayerinfo,high,valid_nba_api
robin lopez,2008,15.0,1988-04-01,2008-06-26,20.235,nba_api_commonplayerinfo,high,valid_nba_api
marreese speights,2008,16.0,1987-08-04,2008-06-26,20.895,nba_api_commonplayerinfo,high,valid_nba_api
roy hibbert,2008,17.0,1986-12-11,2008-06-26,21.541,nba_api_commonplayerinfo,high,valid_nba_api
javale mcgee,2008,18.0,1988-01-19,2008-06-26,20.435,nba_api_commonplayerinfo,high,valid_nba_api
jj hickson,2008,19.0,1988-09-04,2008-06-26,19.808,nba_api_commonplayerinfo,high,valid_nba_api
alexis ajinca,2008,20.0,1988-05-06,2008-06-26,20.14,nba_api_commonplayerinfo,high,valid_nba_api
ryan anderson,2008,21.0,1988-05-06,2008-06-26,20.14,nba_api_commonplayerinfo,high,valid_nba_api
courtney lee,2008,22.0,1985-10-03,2008-06-26,22.73,nba_api_commonplayerinfo,high,valid_nba_api
kosta koufos,2008,23.0,1989-02-24,2008-06-26,19.335,nba_api_commonplayerinfo,high,valid_nba_api
serge ibaka,2008,24.0,1989-09-18,2008-06-26,18.771,nba_api_commonplayerinfo,high,valid_nba_api
nicolas batum,2008,25.0,1988-12-14,2008-06-26,19.532,nba_api_commonplayerinfo,high,valid_nba_api
george hill,2008,26.0,1986-05-04,2008-06-26,22.146,nba_api_commonplayerinfo,high,valid_nba_api
darrell arthur,2008,27.0,1988-03-25,2008-06-26,20.255,nba_api_commonplayerinfo,high,valid_nba_api
donte greene,2008,28.0,1988-02-21,2008-06-26,20.345,nba_api_commonplayerinfo,high,valid_nba_api
dj white,2008,29.0,1986-08-31,2008-06-26,21.821,nba_api_commonplayerinfo,high,valid_nba_api
j r giddens,2008,30.0,1985-02-13,2008-06-26,23.365,nba_api_commonplayerinfo,high,valid_nba_api
nikola pekovic,2008,31.0,1986-01-03,2008-06-26,22.478,nba_api_commonplayerinfo,high,valid_nba_api
walter sharpe,2008,32.0,1986-07-18,2008-06-26,21.941,nba_api_commonplayerinfo,high,valid_nba_api
joey dorsey,2008,33.0,1983-12-16,2008-06-26,24.528,nba_api_commonplayerinfo,high,valid_nba_api
mario chalmers,2008,34.0,1986-05-19,2008-06-26,22.105,nba_api_commonplayerinfo,high,valid_nba_api
deandre jordan,2008,35.0,1988-07-21,2008-06-26,19.932,nba_api_commonplayerinfo,high,valid_nba_api
omer asik,2008,36.0,1986-07-04,2008-06-26,21.979,nba_api_commonplayerinfo,high,valid_nba_api
luc mbah a moute,2008,37.0,1986-09-09,2008-06-26,21.796,nba_api_commonplayerinfo,high,valid_nba_api
kyle weaver,2008,38.0,1986-02-18,2008-06-26,22.352,nba_api_commonplayerinfo,high,valid_nba_api
sonny weems,2008,39.0,1986-07-08,2008-06-26,21.969,nba_api_commonplayerinfo,high,valid_nba_api
chris douglas roberts,2008,40.0,1987-01-08,2008-06-26,21.465,nba_api_commonplayerinfo,high,valid_nba_api
nathan jawai,2008,41.0,1986-10-10,2008-06-26,21.711,nba_api_commonplayerinfo,high,valid_nba_api
sean singletary,2008,42.0,1985-09-06,2008-06-26,22.804,nba_api_commonplayerinfo,high,valid_nba_api
patrick ewing,2008,43.0,1984-05-20,2008-06-26,24.101,nba_api_commonplayerinfo,high,valid_nba_api
ante tomic,2008,44.0,1987-02-17,2008-06-26,21.355,nba_api_commonplayerinfo,high,valid_nba_api
goran dragic,2008,45.0,1986-05-06,2008-06-26,22.141,nba_api_commonplayerinfo,high,valid_nba_api
trent plaisted,2008,46.0,1986-10-01,2008-06-26,21.736,wikidata_fallback,medium,valid_wikidata_fallback
henry walker,2008,47.0,1987-10-09,2008-06-26,20.715,nba_api_commonplayerinfo,high,valid_nba_api
malik hairston,2008,48.0,1987-02-23,2008-06-26,21.339,nba_api_commonplayerinfo,high,valid_nba_api
richard hendrix,2008,49.0,1986-11-15,2008-06-26,21.613,wikidata_fallback,medium,valid_wikidata_fallback
devon hardin,2008,50.0,1986-08-07,2008-06-26,21.886,wikidata_fallback,medium,valid_wikidata_fallback
shan foster,2008,51.0,1986-08-20,2008-06-26,21.851,wikidata_fallback,medium,valid_wikidata_fallback
darnell jackson,2008,52.0,1985-11-07,2008-06-26,22.634,nba_api_commonplayerinfo,high,valid_nba_api
tadija dragicevic,2008,53.0,1986-01-28,2008-06-26,22.409,wikidata_fallback,medium,valid_wikidata_fallback
maarty leunen,2008,54.0,1985-09-03,2008-06-26,22.812,wikidata_fallback,medium,valid_wikidata_fallback
mike taylor,2008,55.0,1986-01-21,2008-06-26,22.428,nba_api_commonplayerinfo,high,valid_nba_api
sasha kaun,2008,56.0,1985-05-08,2008-06-26,23.135,nba_api_commonplayerinfo,high,valid_nba_api
james gist,2008,57.0,1986-10-26,2008-06-26,21.667,wikidata_fallback,medium,valid_wikidata_fallback
joe crawford,2008,58.0,1986-06-17,2008-06-26,22.026,nba_api_commonplayerinfo,high,valid_nba_api
deron washington,2008,59.0,1985-12-12,2008-06-26,22.538,wikidata_fallback,medium,valid_wikidata_fallback
semih erden,2008,60.0,1986-07-28,2008-06-26,21.914,nba_api_commonplayerinfo,high,valid_nba_api
aleks maric,2008,999.0,1984-10-22,2008-06-26,23.677,wikidata_fallback,medium,valid_wikidata_fallback
brian butch,2008,999.0,,2008-06-26,,common_player_info_error:KeyError,none,missing_birth_date
brian roberts,2008,999.0,,2008-06-26,,common_player_info_error:KeyError,none,missing_birth_date
bryce taylor,2008,999.0,,2008-06-26,,common_player_info_error:KeyError,none,missing_birth_date
charles rhodes,2008,999.0,,2008-06-26,,common_player_info_error:KeyError,none,missing_birth_date
chris daniels,2008,999.0,,2008-06-26,,common_player_info_error:KeyError,none,missing_birth_date
david padgett,2008,999.0,,2008-06-26,,common_player_info_error:KeyError,none,missing_birth_date
davon jefferson,2008,999.0,,2008-06-26,,common_player_info_error:KeyError,none,missing_birth_date
demarcus nelson,2008,999.0,1985-11-02,2008-06-26,22.648,nba_api_commonplayerinfo,high,valid_nba_api
drew neitzel,2008,999.0,,2008-06-26,,common_player_info_error:KeyError,none,missing_birth_date
frank elegar,2008,999.0,,2008-06-26,,common_player_info_error:KeyError,none,missing_birth_date
gary forbes,2008,999.0,1985-02-25,2008-06-26,23.332,nba_api_commonplayerinfo,high,valid_nba_api
jamar butler,2008,999.0,,2008-06-26,,common_player_info_error:KeyError,none,missing_birth_date
james mays,2008,999.0,,2008-06-26,,common_player_info_error:KeyError,none,missing_birth_date
jeremy pargo,2008,999.0,,2008-06-26,,common_player_info_error:KeyError,none,missing_birth_date
jiri hubalek,2008,999.0,,2008-06-26,,common_player_info_error:KeyError,none,missing_birth_date
john riek,2008,999.0,,2008-06-26,,common_player_info_error:KeyError,none,missing_birth_date
joseph jones,2008,999.0,,2008-06-26,,common_player_info_error:KeyError,none,missing_birth_date
josh duncan,2008,999.0,,2008-06-26,,common_player_info_error:KeyError,none,missing_birth_date
keith brumbaugh,2008,999.0,,2008-06-26,,common_player_info_error:KeyError,none,missing_birth_date
kentrell gransberry,2008,999.0,,2008-06-26,,common_player_info_error:KeyError,none,missing_birth_date
kyle hines,2008,999.0,,2008-06-26,,common_player_info_error:KeyError,none,missing_birth_date
lester hudson,2008,999.0,1984-08-07,2008-06-26,23.885,nba_api_commonplayerinfo,high,valid_nba_api
longar longar,2008,999.0,,2008-06-26,,common_player_info_error:KeyError,none,missing_birth_date
marcelus kemp,2008,999.0,,2008-06-26,,common_player_info_error:KeyError,none,missing_birth_date
marcus dove,2008,999.0,,2008-06-26,,common_player_info_error:KeyError,none,missing_birth_date
mark tyndale,2008,999.0,,2008-06-26,,common_player_info_error:KeyError,none,missing_birth_date
othello hunter,2008,999.0,1986-05-28,2008-06-26,22.081,nba_api_commonplayerinfo,high,valid_nba_api
pat calathes,2008,999.0,,2008-06-26,,common_player_info_error:KeyError,none,missing_birth_date
quan prowell,2008,999.0,,2008-06-26,,common_player_info_error:KeyError,none,missing_birth_date
ramel bradley,2008,999.0,,2008-06-26,,common_player_info_error:KeyError,none,missing_birth_date
reggie williams,2008,999.0,,2008-06-26,,nba_api_commonplayerinfo,none,rejected_suspicious_age
richard roby,2008,999.0,,2008-06-26,,common_player_info_error:KeyError,none,missing_birth_date
robert vaden,2008,999.0,,2008-06-26,,common_player_info_error:KeyError,none,missing_birth_date
ronald steele,2008,999.0,,2008-06-26,,common_player_info_error:KeyError,none,missing_birth_date
russell robinson,2008,999.0,,2008-06-26,,common_player_info_error:KeyError,none,missing_birth_date
shaun pruitt,2008,999.0,,2008-06-26,,common_player_info_error:KeyError,none,missing_birth_date
shawn james,2008,999.0,,2008-06-26,,common_player_info_error:KeyError,none,missing_birth_date
stanley burrell,2008,999.0,,2008-06-26,,common_player_info_error:KeyError,none,missing_birth_date
takais brown,2008,999.0,,2008-06-26,,common_player_info_error:KeyError,none,missing_birth_date
tyrone brazelton,2008,999.0,,2008-06-26,,common_player_info_error:KeyError,none,missing_birth_date
vladimir golubovic,2008,999.0,,2008-06-26,,common_player_info_error:KeyError,none,missing_birth_date
blake griffin,2009,1.0,1989-03-16,2009-06-25,20.277,nba_api_commonplayerinfo,high,valid_nba_api
hasheem thabeet,2009,2.0,1987-02-16,2009-06-25,22.355,nba_api_commonplayerinfo,high,valid_nba_api
james harden,2009,3.0,1989-08-26,2009-06-25,19.83,nba_api_commonplayerinfo,high,valid_nba_api
tyreke evans,2009,4.0,1989-09-19,2009-06-25,19.765,nba_api_commonplayerinfo,high,valid_nba_api
ricky rubio,2009,5.0,1990-10-21,2009-06-25,18.678,nba_api_commonplayerinfo,high,valid_nba_api
jonny flynn,2009,6.0,1989-02-06,2009-06-25,20.381,nba_api_commonplayerinfo,high,valid_nba_api
stephen curry,2009,7.0,1988-03-14,2009-06-25,21.281,nba_api_commonplayerinfo,high,valid_nba_api
jordan hill,2009,8.0,1987-07-27,2009-06-25,21.914,nba_api_commonplayerinfo,high,valid_nba_api
demar derozan,2009,9.0,1989-08-07,2009-06-25,19.882,nba_api_commonplayerinfo,high,valid_nba_api
brandon jennings,2009,10.0,1989-09-23,2009-06-25,19.754,nba_api_commonplayerinfo,high,valid_nba_api
terrence williams,2009,11.0,1987-06-28,2009-06-25,21.993,nba_api_commonplayerinfo,high,valid_nba_api
gerald henderson,2009,12.0,1987-12-09,2009-06-25,21.544,nba_api_commonplayerinfo,high,valid_nba_api
tyler hansbrough,2009,13.0,1985-11-03,2009-06-25,23.641,nba_api_commonplayerinfo,high,valid_nba_api
earl clark,2009,14.0,1988-01-17,2009-06-25,21.437,nba_api_commonplayerinfo,high,valid_nba_api
austin daye,2009,15.0,1988-06-05,2009-06-25,21.054,nba_api_commonplayerinfo,high,valid_nba_api
james johnson,2009,16.0,1987-02-20,2009-06-25,22.344,nba_api_commonplayerinfo,high,valid_nba_api
jrue holiday,2009,17.0,1990-06-12,2009-06-25,19.036,nba_api_commonplayerinfo,high,valid_nba_api
ty lawson,2009,18.0,1987-11-03,2009-06-25,21.643,nba_api_commonplayerinfo,high,valid_nba_api
jeff teague,2009,19.0,1988-06-10,2009-06-25,21.04,nba_api_commonplayerinfo,high,valid_nba_api
eric maynor,2009,20.0,1987-06-11,2009-06-25,22.04,nba_api_commonplayerinfo,high,valid_nba_api
darren collison,2009,21.0,1987-08-23,2009-06-25,21.84,nba_api_commonplayerinfo,high,valid_nba_api
victor claver,2009,22.0,1988-08-30,2009-06-25,20.819,nba_api_commonplayerinfo,high,valid_nba_api
omri casspi,2009,23.0,1988-06-22,2009-06-25,21.008,nba_api_commonplayerinfo,high,valid_nba_api
byron mullens,2009,24.0,1989-02-14,2009-06-25,20.359,nba_api_commonplayerinfo,high,valid_nba_api
rodrigue beaubois,2009,25.0,1988-02-24,2009-06-25,21.333,nba_api_commonplayerinfo,high,valid_nba_api
taj gibson,2009,26.0,1985-06-24,2009-06-25,24.003,nba_api_commonplayerinfo,high,valid_nba_api
demarre carroll,2009,27.0,1986-07-27,2009-06-25,22.913,nba_api_commonplayerinfo,high,valid_nba_api
wayne ellington,2009,28.0,1987-11-29,2009-06-25,21.572,nba_api_commonplayerinfo,high,valid_nba_api
toney douglas,2009,29.0,1986-03-16,2009-06-25,23.277,nba_api_commonplayerinfo,high,valid_nba_api
christian eyenga,2009,30.0,1989-06-22,2009-06-25,20.008,nba_api_commonplayerinfo,high,valid_nba_api
jeff ayres,2009,31.0,1987-04-29,2009-06-25,22.157,nba_api_commonplayerinfo,high,valid_nba_api
jermaine taylor,2009,32.0,1986-12-08,2009-06-25,22.546,nba_api_commonplayerinfo,high,valid_nba_api
dante cunningham,2009,33.0,1987-04-22,2009-06-25,22.177,nba_api_commonplayerinfo,high,valid_nba_api
sergio llull,2009,34.0,1987-11-15,2009-06-25,21.61,nba_api_commonplayerinfo,high,valid_nba_api
dajuan summers,2009,35.0,1988-01-24,2009-06-25,21.418,nba_api_commonplayerinfo,high,valid_nba_api
sam young,2009,36.0,1985-06-01,2009-06-25,24.066,nba_api_commonplayerinfo,high,valid_nba_api
